ColumnID,Num_ColumnID,Table_ID,Num_Table_ID,Table_Name,Column_Name
6E369BD8-CBEF-DC55-B728-978C78C2B12B,91,16FEE71F-0BD5-566E-7065-2B2AFD508B7F,84,"dm_cliente","sk_cliente",
BC503C30-2A6D-70B7-A423-51730719B076,95,91E03E2D-6613-B7E5-1A0E-11FD902BFAF8,85,"dm_loja","sk_loja",
4C8C0CDF-F3F4-3E35-9F34-B966B3D61F60,99,12634F04-702C-DA10-050D-C09D0774ACB4,86,"dm_pedido","sk_pedido",
31026CB3-E262-082C-CBC4-9C76D474D43E,103,FF527C0A-54BF-DD7B-E4A9-E2B9FD468668,87,"dm_produto","sk_produto",
6D301633-E8D2-3336-86EF-00813D420B77,107,38EEF6E1-67B1-06FB-F7BD-77D7F3443F8E,88,"dm_regiao","sk_regiao",
CD12B918-ABFA-FB39-D53C-8CB8A432AA6A,112,40DA2D05-2E60-4F3C-B479-FAD6B1A15799,89,"dm_tempo","sk_tempo",
EACA1C33-6498-7DF0-0DCA-7BD311FCB96D,130,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,"ft_vendas","sk_ft_vendas",
