FK_Name,ModelID,Num_ModelID,ObjectID,NumOID,ImportID,Child_Table_Name,Referred_Table_Name,Engineer,Delete_Rule,Child_Table_ID,Num_Child_Table_ID,Referred_Table_ID,Num_Referred_Table_ID,Referred_Key_ID,Num_Referred_Key_ID,Number_Of_Columns
"ft_vendas_dm_cliente_fk",F1B87C1A-B218-F20B-C54B-4D3A2BA8F2F6,83,6ADBA300-7384-DD15-94A4-BC8665CB8644,144,56A09C37-9738-791A-7DD8-2788E2E22E28,ft_vendas,dm_cliente,Y,NO ACTION,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,16FEE71F-0BD5-566E-7065-2B2AFD508B7F,84,B1890333-0661-043D-779D-5E0B7E7E24E9,131,1,
"ft_vendas_dm_loja_fk",F1B87C1A-B218-F20B-C54B-4D3A2BA8F2F6,83,B7A2AC0C-253D-92E2-57F9-BE187151EF49,145,25CE6069-1AE0-24D6-A65E-0174A054E782,ft_vendas,dm_loja,Y,NO ACTION,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,91E03E2D-6613-B7E5-1A0E-11FD902BFAF8,85,48B878E9-CFE2-1B53-0C37-86EF47A00453,132,1,
"ft_vendas_dm_pedido_fk",F1B87C1A-B218-F20B-C54B-4D3A2BA8F2F6,83,FEE61B9E-DC1A-DE0B-DC69-66AE2B3A0E63,146,2AABC001-DD7D-CFD0-02EA-17850C2C287B,ft_vendas,dm_pedido,Y,NO ACTION,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,12634F04-702C-DA10-050D-C09D0774ACB4,86,6B3A4DC2-429A-B9C1-183E-E782BBF67B21,133,1,
"ft_vendas_dm_produto_fk",F1B87C1A-B218-F20B-C54B-4D3A2BA8F2F6,83,C575903C-FC8A-7159-00C6-22FFFA07F080,147,BE5D38E5-7AA2-5418-232F-33992A643D2A,ft_vendas,dm_produto,Y,NO ACTION,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,FF527C0A-54BF-DD7B-E4A9-E2B9FD468668,87,C3FE715B-1487-51A4-5419-D7CA09C0A09D,134,1,
"ft_vendas_dm_regiao_fk",F1B87C1A-B218-F20B-C54B-4D3A2BA8F2F6,83,58064745-8973-5416-E608-832E761017F8,148,67F3CAAB-7135-2CE0-5B15-6DDFA83C8689,ft_vendas,dm_regiao,Y,NO ACTION,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,38EEF6E1-67B1-06FB-F7BD-77D7F3443F8E,88,BFB737B5-2635-2824-80CD-FA1A14FFC97E,135,1,
"ft_vendas_dm_tempo_fk",F1B87C1A-B218-F20B-C54B-4D3A2BA8F2F6,83,20BEA98F-BF83-456D-1897-F05349FBAF12,149,2A12A613-F1A2-AA10-884B-BD0600AFE949,ft_vendas,dm_tempo,Y,NO ACTION,2A48325C-9B81-2FB1-AE57-6A180D8758B1,90,40DA2D05-2E60-4F3C-B479-FAD6B1A15799,89,4FBFF9A4-6B8A-50BD-4C61-C6AF5B30AC5E,136,1,
